businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
Subway,,340 Longwood,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:48+00,6172649299,156613,42.33832798368653,-71.1069593361776
Subway,,393 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2023-11-08 15:03:46.183+00,6174377180,92062,42.34147999993117,-71.08347000127725
Subway,,401 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2010-09-27 13:37:01+00,9789140864,143535,42.34930046891137,-71.1552742358399
Subway,,413 Washington,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2024-04-05 16:13:54.607+00,7742434497,145128,42.35588899994394,-71.060325000883
Subway,,4238 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2011-07-30 17:53:52+00,4016516996,171262,42.2858506340688,-71.12834185433276
Subway,,875 William T Morrissey,Dorchester,MA,02122,Active,FS,Eating & Drinking,2014-08-04 15:09:39.27+00,4012864870,155700,42.293573224783316,-71.04787805784088
Subway,,904 Huntington,Mission Hill,MA,02130,Active,FS,Eating & Drinking,2017-06-06 14:58:12.837+00,6172325752,354482,42.33189984779459,-71.11181573179333
Subway,,944 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2023-12-05 20:24:59.32+00,,155885,42.38616686017214,-71.00953059258804
Subway,,981 Tremont,Mission Hill,MA,02120,Active,FS,Eating & Drinking,2014-11-19 13:31:37.847+00,6179890453,138062,42.33733000022855,-71.08439000150844
Suffolk Construction,,65 Allerton,Roxbury,MA,02119,Active,FS,Eating & Drinking,2017-08-31 14:10:45.59+00,6175173556,375140,42.32832907030409,-71.07020932937677
Suffolk University 150 Tremont,,150 Tremont,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2021-07-22 15:00:17.957+00,6175738315,155980,42.35479835772509,-71.06310134665371
Suffolk University Cafe 73,,73 Tremont,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2021-07-22 14:40:30.923+00,6175738315,347781,42.357806419817756,-71.06080995990776
Suffolk University Court Cafe,,1 Court,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2021-07-22 14:35:11.89+00,6175738315,351778,42.35902000016333,-71.05794000104756
Suffolk University Sargent Hall,,120 Tremont,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2021-07-22 15:09:46.5+00,6175738315,340875,42.356712990480204,-71.06115377188809
Suffolk University Sawyer Cafe,,8 Ashburton,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2021-07-22 14:48:25.727+00,6175738315,341223,42.35896319288788,-71.06184793532728
Suffolk University Smith Cafe,,20 Somerset,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2021-07-22 14:55:13.867+00,6175738315,128378,42.359681663543824,-71.0617277510298
Sufra,,52 Queensberry,Boston,MA,02215,Active,FS,Eating & Drinking,2018-06-11 14:21:49.03+00,8326466414,157535,42.342574858500726,-71.09731994465268
Sugar Baking,,1884 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2023-10-12 15:47:08.33+00,6173278427,352578,42.2857599995812,-71.15535000135033
Sugar Bowl Cafe LLC,,857 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2021-12-27 21:01:12.423+00,6178491021,157324,42.32146144250702,-71.05696022051293
Sugar Factory,,100-199 Faneuil Hall Market,Boston,MA,02109,Active,FS,Eating & Drinking,2022-03-21 14:03:38.193+00,,,,
Sullivan's,,2080 WM J DAY ,SOUTH BOSTON,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:09+00,6176969721,,,
Sullivan's Castle Island @ Hub Hall,,80 Causeway,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2020-02-13 19:17:34.857+00,6172685685,423633,42.36553349531547,-71.06185622592876
Sullivan's Public House,,85 Main,Charlestown,MA,02129,Active,FS,Eating & Drinking,2022-01-13 16:47:32.057+00,6175808146,395428,42.37395813448064,-71.06275087496263
Sullivan's Tap,,168 Canal,Boston,MA,02114,Active,FS,Eating & Drinking,2018-12-27 15:04:13.597+00,7164351356,354253,42.3650160646198,-71.06117955270855
sultana's bakery & cafe,,1585 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2015-10-21 14:58:32.583+00,6172025454,156593,42.34426267685569,-71.14307042276954
Summit Partners,,222 Berkeley,Boston,MA,02116,Active,FS,Eating & Drinking,2021-06-25 17:09:27.027+00,6174297502,15007,42.350839999854266,-71.07311000081562
Sunday Bakery,,418 Market,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2024-06-03 18:51:30.54+00,6175626333,167423,42.34928855493394,-71.15322040181812
Sunny Cafe,,1000 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2016-08-16 14:59:20.19+00,6464790887,14507,42.38686999932793,-71.0068700016629
Sunny Girl,,252 Commercial,Boston,MA,02109,Active,FS,Eating & Drinking,2023-04-03 16:08:49.9+00,8572770356,356996,42.36399000018087,-71.0513700016888
SUN PIZZA,,46 Washington,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:34+00,6175411991,146087,42.30715000043763,-71.08214000155917
SUN PIZZA.,,870 BLUE HILL ,DORCHESTER,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:47+00,,,42.295067080440944,-71.08753880337035
Superstar Cuisine,,1156 River,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,2025-05-23 18:13:45.517+00,6173644600,116332,42.25641999974807,-71.1203300011082
Super Stop & Shop,,1100 Massachusetts,Dorchester,MA,02125,Active,FS,Eating & Drinking,2013-03-22 16:50:59+00,6175414700,91942,42.32652976919247,-71.06504976608561
Supreme Pizza,,177 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2013-11-20 18:43:17+00,6172478252,91980,42.3457700001835,-71.08734000076146
SUSAN BAILIS ASSISTED LIVING,,352 Massachusetts,Boston,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:35:46+00,7817624800,156786,42.342059090718294,-71.0834891572444
Sushi By Bosso Ramen Tavern,,163 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,2023-05-26 16:16:51.29+00,,101369,42.35083999962928,-71.07879000040937
Sushi Today,,1562 Tremont,Mission Hill,MA,02120,Active,FS,Eating & Drinking,2018-06-15 13:10:32.89+00,6177380888,137246,42.332929999914946,-71.10170000124276
Su Su Gourmet,,70 Tyler,Boston,MA,02111,Active,FS,Eating & Drinking,2014-12-11 14:18:44.673+00,6173387388,155947,42.34924807922424,-71.06120859947771
Suya Joint,,185 Dudley,Roxbury,MA,02119,Active,FS,Eating & Drinking,2015-04-09 15:38:30.17+00,5084466746,49641,42.32841287435208,-71.08195320832459
Sweeney's on Boylston,,61 Exeter,Boston,MA,02199,Active,FS,Eating & Drinking,2024-10-01 13:33:12.327+00,6175365300,165133,42.349129917343994,-71.07961839442282
Sweet Boba,,9 William C Kelly,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-07-19 14:56:01.02+00,,151130,42.37451000033006,-71.03882800151825
Sweet Cheeks,,144 Brookline,Boston,MA,02215,Active,FS,Eating & Drinking,2011-08-12 17:21:39+00,6172661300,341545,42.344462438567604,-71.1010982758041
Sweet Cheeks/Fool's Errand,,144 Brookline,Boston,MA,02215,Active,FS,Eating & Drinking,2018-01-22 15:28:06.623+00,7812049313,341545,42.344462438567604,-71.1010982758041
Sweet & Comfy,,2 Tremont,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2023-03-10 19:32:08.78+00,,138183,42.35048999952738,-71.16837200175665
Sweetgreen,,132 Brookline,Boston,MA,02215,Active,FS,Eating & Drinking,2015-12-23 15:21:14.51+00,6033128613,352095,42.34494600018435,-71.1005700012279
Sweetgreen,,15 School,Boston,MA,02108,Active,FS,Eating & Drinking,2015-12-01 20:00:28.913+00,6033128613,307105,42.35763468856257,-71.05872810120735
Sweetgreen,,225 Franklin,Boston,MA,02110,Active,FS,Eating & Drinking,2017-05-02 14:36:47.407+00,6033128613,158047,42.356135732002706,-71.0540683495597
Sweetgreen,,23 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2017-05-02 14:37:55.883+00,6033128613,352651,42.353425169987005,-71.0476118790756
Sweetgreen,,296 Cambridge,Boston,MA,02114,Active,FS,Eating & Drinking,2021-04-13 13:24:05.79+00,6033128613,25282,42.360946827263106,-71.06847085480901
Sweetgreen,,350 Harrison,Roxbury,MA,02118,Active,FS,Eating & Drinking,2016-03-10 15:57:19.847+00,3238687790,419797,42.34515704361879,-71.06335020775455
Sweetgreen,,354 Longwood,Boston,MA,02215,Active,FS,Eating & Drinking,2021-04-12 18:44:03.78+00,6033128613,343104,42.33898734240272,-71.10769427415768
Sweetgreen,,60 State,Boston,MA,02109,Active,FS,Eating & Drinking,2017-03-01 15:27:57.607+00,6033128613,130427,42.359270000101496,-71.05643000032522
Sweetgreen,,659 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2013-01-24 14:16:00+00,,18371,42.35002000031056,-71.07865000038235
Sweetgreen,,800 Boylston,Boston,MA,02199,Active,FT,Eating & Drinking w/ Take Out,2015-06-24 16:48:02.277+00,,157244,42.34729680482496,-71.0814574594804
Sweetgreen,,87 Summer,Boston,MA,02111,Active,FS,Eating & Drinking,2016-01-19 19:53:35.39+00,6033128613,157520,42.35384802690848,-71.05856104557041
Sweeties,,48 Corinth,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2023-12-11 16:13:33.86+00,5186052299,400069,42.28596999976435,-71.129140001674
Sweet Kingdom,,15 Beach,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2015-03-11 18:10:19.583+00,6178165623,156243,42.35138427940127,-71.06231669167732
Sweet Life Bakery and Cafe,,2243 Dorchester,Dorchester,MA,02124,Active,FS,Eating & Drinking,2012-09-07 12:57:24+00,,156564,42.27378256306346,-71.06785021032583
Sweet Rice,,695 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2019-03-20 17:13:35.67+00,6175220555,156049,42.31179014803039,-71.11453016666088
Sweet Rice Thai Sushi,Sweet Rice Thai Sushi,187 Main,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2022-03-10 16:11:46.753+00,,352127,42.37600499984661,-71.0647250008317
Sweet Sip,,285 Adams,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2016-12-14 20:02:38.22+00,8576548378,421204,42.299664729510575,-71.05878941872314
Sweet Spoon,,2 Chestnut Hill,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2025-01-31 15:04:49.593+00,6178707903,31738,42.348889999859914,-71.15328000111485
Sweet Waffles & Boba,,18 Hudson,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2018-08-13 13:49:44.197+00,8573896625,75857,42.35051811091438,-71.05995271988465
Swingers The Crazy Golf Club,,777 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2025-04-02 15:48:18.653+00,,18396,42.349169860800934,-71.08132480568739
Swiss Bakers,,168 Western,Allston,MA,02134,Active,FS,Eating & Drinking,2020-02-25 17:56:02.52+00,7813155008,148161,42.363010000118344,-71.12851000146105
SYMPHONY SUSHI,,45 Gainsborough,Boston,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:35:53+00,6176695420,157800,42.34198972477782,-71.08708129054453
Table Caffe,,396 Hanover,Boston,MA,02113,Active,FT,Eating & Drinking w/ Take Out,2021-11-17 16:59:19.63+00,8572504286,352505,42.3660199998677,-71.05296000082284
Table/Table Mercato,,445 Hanover,Boston,MA,02109,Active,FS,Eating & Drinking,2018-07-25 14:26:57.28+00,6173201109,360239,42.36616122641174,-71.05264067467823
Taco Azul,,21 Beacon,Boston,MA,02108,Active,FS,Eating & Drinking,2024-05-24 13:27:09.953+00,9286076511,161878,42.35819151038157,-71.06240705595307
Taco Bell,,1084 Boylston,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2024-11-13 18:19:57.143+00,,17945,42.34691199992926,-71.08819600149593
Taco Bell,,202 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2023-11-17 16:00:36.673+00,,70348,42.34997000061813,-71.13048000133386
Taco Bell,,288 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2025-08-14 17:56:18.557+00,,143503,42.348660000411,-71.15050000115262
Taco Bell,,2 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2024-11-13 18:26:31.633+00,,92868,42.36925225347362,-71.03997065948633
Taco Bell,,449 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2021-11-08 15:07:25.333+00,8573411540,21511,42.335931678468135,-71.04679967180195
Taco Bell,,74 Summer,Boston,MA,02110,Active,FS,Eating & Drinking,2019-09-06 15:56:47.223+00,9788807699,157506,42.354093837551254,-71.0582596585647
Taco Bell # 29265,,1560 VFW,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2013-04-18 11:47:35+00,6173272645,140319,42.26679719811303,-71.1685721224018
Taco John's,,71 Summer,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2023-10-30 16:42:44.723+00,8592615400,341200,42.35404503414631,-71.05891534098055
TACO MEX,,65 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:45+00,6175939866,156782,42.36968564709534,-71.03865984070907
Tacos El Chikis,,48 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2025-07-10 14:21:03.85+00,6178657273,168260,42.3534491608824,-71.04626044179913
TAIWAN CAFE,,34 Oxford,Boston,MA,02111,Active,FS,Eating & Drinking,2012-05-10 16:42:21+00,6174268181,157443,42.351466978762176,-71.06020914139222
Taiyaki NYC,,121 Seaport,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2018-12-11 18:24:29.937+00,9175399526,423254,42.350884686367415,-71.04459809425383
TALK AND WOK CAFE,,1277 River,Hyde Park,MA,02136,Active,FS,Eating & Drinking,2019-12-05 19:55:04.443+00,6173616888,157510,42.2559520964058,-71.12428934085706
Tall Ship Restaurant,,   , ,MA, ,Active,FS,Eating & Drinking,2021-06-11 16:51:36.84+00,,,,
Tall Ship Restaurant- #1,,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,2021-06-11 16:53:30.17+00,,,,
Tall Ship Restaurant #2,,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,2021-06-28 16:45:52.96+00,8137855466,,,
Tall Ship Restaurant- #5,,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2021-06-11 16:55:04.693+00,,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant- #7,,   , ,MA, ,Active,FT,Eating & Drinking w/ Take Out,2021-06-11 16:56:00.88+00,,,,
Tall Ship Restaurant (Bar Trailer #4),,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2026-01-08 16:29:45.683+00,6173077714,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Container #3,,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2022-07-13 18:05:27.517+00,,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant (Food Shack),,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2026-01-08 16:35:53.893+00,6173077714,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant (Hot Cocoa Hut),,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2026-01-08 16:31:56.407+00,6173077714,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant (Pretzels),,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2026-01-08 16:38:07.627+00,6173077714,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Trailer #1,,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2022-07-13 17:47:14.693+00,,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Trailer #2,,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2022-07-13 17:50:57.993+00,,446365,42.364956191451554,-71.04121482120479
Tall Ship Restaurant Trailer #3,,1 East Pier,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2022-07-13 17:51:47.933+00,,446365,42.364956191451554,-71.04121482120479
Tamarind Heads,,196 Quincy,Dorchester,MA,02125,Active,FS,Eating & Drinking,2025-05-02 17:28:23.04+00,6178941539,377254,42.31306866790966,-71.07391936327326
TANGIERINO/The Boston Cigar Club,,83 Main,Charlestown,MA,02129,Active,FS,Eating & Drinking,2006-12-07 18:35:23+00,,88678,42.37381938187018,-71.06269702395893
Taqueria El Barrio,,201 Brookline,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2021-07-16 13:09:35.567+00,,340960,42.34486239691058,-71.10160474147757
TAQUERIA EL CARRIZAL,,248 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2007-03-21 17:56:21+00,6177790022,20136,42.35325000078328,-71.13665000215421
TAQUERIA JALISCO,,291 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:12+00,6175676367,14703,42.37871000006715,-71.02818000133632
Taqueria Jalisco Orient Heights,,980 Saratoga,East Boston,MA,02128,Active,FS,Eating & Drinking,2025-05-09 17:47:56.357+00,6175966855,351706,42.387000000417736,-71.00720000198069
Taqueria Los Compadres Mexican Food,,315 Washington,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2024-08-07 16:24:48.75+00,7815960228,171038,42.35705001209852,-71.05918289661273
Tarboosh Pizza & Grill,,2 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2013-10-09 17:28:38+00,,162562,42.35195437256894,-71.12617762484511
Target Pizza,,5200 Washington,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2019-02-14 14:51:40.507+00,6173234400,157843,42.2611306149455,-71.15683052217118
Target Store T-1898,,7 ALLSTATE,DORCHESTER,MA,02125,Active,FS,Eating & Drinking,2006-12-07 18:35:59+00,6127611913,,42.32933381539956,-71.06328822679266
TASCA RESTAURANT,,1612 Commonwealth,Brighton,MA,02135,Active,FS,Eating & Drinking,2018-11-19 15:35:31.753+00,8572655881,156576,42.3433283822371,-71.1426503061232
Tasty BBQ,,417 Washington,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2015-10-23 15:22:30.67+00,8636178025,157146,42.35583082117818,-71.06040079012439
Tasty Burger,,86 Van Ness,Boston,MA,02215,Active,FS,Eating & Drinking,2023-04-25 18:17:19.89+00,6174254444,355890,42.34464374617293,-71.09951062458511
Tasty Burger Back Bay,,145 Dartmouth,Boston,MA,02116,Active,FS,Eating & Drinking,2015-01-05 15:23:06.263+00,6174254444,46313,42.347277918147604,-71.07545140055491
Tatte Bakery & Cafe,,125 High,Boston,MA,02110,Active,FS,Eating & Drinking,2022-04-07 17:47:02.703+00,,166214,42.35518000035624,-71.0536000016442
Tatte Bakery & Cafe,,125 Summer,Boston,MA,02111,Active,FS,Eating & Drinking,2018-07-24 18:10:20.173+00,3166851622,358005,42.35309999973272,-71.05744000070447
Tatte Bakery & Cafe,,1350 Boylston,Boston,MA,02215,Active,FS,Eating & Drinking,2017-05-18 14:08:06.183+00,3166851622,18095,42.34380666957909,-71.09942375005714
Tatte Bakery & Cafe,,160 Massachusetts,Boston,MA,02118,Active,FS,Eating & Drinking,2019-03-26 17:09:14.957+00,3166851622,,,
Tatte Bakery & Cafe,,200 Clarendon,Boston,MA,02116,Active,FS,Eating & Drinking,2023-03-13 17:58:25.137+00,,33209,42.34921000046016,-71.07513000164919
Tatte Bakery & Cafe,,200 Pier 4,Boston,MA,02210,Active,FS,Eating & Drinking,2018-02-13 18:07:57.17+00,3166851622,422323,42.352007953269535,-71.04255903773247
Tatte Bakery & Cafe,,201 Washington,BOSTON,MA,02108,Active,FS,Eating & Drinking,2019-02-06 16:06:49.45+00,3166851622,172688,42.35852000001347,-71.05837000123444
Tatte Bakery & Cafe,,345 Harrison,Roxbury,MA,02118,Active,FS,Eating & Drinking,2019-05-23 14:45:29.983+00,6175771111,69828,42.344885445535304,-71.0642243432147
Tatte Bakery & Cafe,,359 Huntington,Boston,MA,02115,Active,FS,Eating & Drinking,2018-04-19 16:53:09.953+00,3166851622,341062,42.34019514606527,-71.09025237218621
Tatte Bakery & Cafe,,399 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2017-08-28 16:43:57.997+00,3166851622,18319,42.35178999985038,-71.07209000152072
Tatte Bakery & Cafe,,40 Warren,Charlestown,MA,02129,Active,FS,Eating & Drinking,2019-11-22 18:18:02.353+00,6175771111,395388,42.3733000000022,-71.06152000121222
Tatte Bakery & Cafe,,60 Old Colony,South Boston,MA,02127,Active,FS,Eating & Drinking,2021-03-17 16:21:56.53+00,6175771112,439318,42.33636117242864,-71.0555970368218
Tatte Bakery & Cafe,,70 Charles,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2014-09-22 17:13:28.897+00,3166851622,29173,42.35787726288785,-71.07061447680753
Tatte Bakery & Cafe,,80 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2019-12-06 13:30:36.327+00,6175771111,155859,42.35222576580822,-71.06490969394378
Tatte Bakery & Cafe 2nd Fl.,,201 Washington,BOSTON,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2024-03-14 12:59:39.927+00,6179049030,172688,42.35852000001347,-71.05837000123444
Tavern Club,,4 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:33:52+00,6173389682,156405,42.35190123499203,-71.06616976579691
Tavern In The Square Restaurant (North Station),,96 Beverly,Boston,MA,02114,Active,FS,Eating & Drinking,2013-10-23 14:59:09+00,6173125613,348029,42.36533855673271,-71.05985244440086
Tavern In The Square Restaurant (So. Station),,640 Atlantic,Boston,MA,02111,Active,FS,Eating & Drinking,2013-10-23 14:21:20+00,6173125613,156474,42.35002140648515,-71.05594134771243
Tavern of Tales,,1478 Tremont,Mission Hill,MA,02120,Active,FS,Eating & Drinking,2019-11-22 19:58:40.453+00,6177080294,351808,42.331753415624,-71.09867931078762
Tavolo,,1917 DORCHESTER,DORCHESTER,MA,02124,Active,FS,Eating & Drinking,2007-10-22 16:18:15+00,6174365076,,42.28521347978395,-71.06463831621204
TBaar,,754 Huntington,Mission Hill,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2020-02-25 20:13:04.587+00,,76421,42.33348700040744,-71.10572400151099
TD Garden - 19 Pantry (Concession) #SW905,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-05-13 14:31:26.35+00,,,,
T D Garden Banner Restaurant,,100 Legends,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:34:43+00,6176241610,,,
T D Garden Executive Suites Kitchen,,100 Legends,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:34:43+00,6176241610,,,
TD Garden L3 Dining Lounge #SE-328,,100 Legends,Boston,MA,02114,Active,FS,Eating & Drinking,2019-07-12 12:05:24.92+00,6176241604,,,
TD Garden L3 Pantry Rm. #SE-325,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-07-12 11:52:46.357+00,6176241604,,,
TD Garden L5 Bar Room #SE-524,,100 Legends,Boston,MA,02114,Active,FS,Eating & Drinking,2019-05-13 14:57:01.27+00,,,,
TD Garden L5 Gelato Cafe #SE-525,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-05-13 15:03:51.187+00,,,,
TD Garden L9 Bar room  #NE-918,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-05-13 15:15:30.093+00,,,,
TD Garden L9 Bar Room #SW-909,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-05-13 14:44:09.78+00,,,,
TD Garden L9 Concession #SE-905,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-05-13 14:33:01.013+00,,,,
TD Garden L9 Concession #SW-914,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-05-13 14:34:40.84+00,,,,
T D Garden Legends Club,,100 Legends,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:34:43+00,6176241610,,,
TD Garden Lev 4 Bar Room SW-417,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:41.39+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 4 Concession SW-418,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:41.88+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 4 Grab & Go SW-420,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:40.927+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 5 Bar Room So. Club SW-523,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:43.353+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 5 Kitchen SW-524,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:42.33+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 7 Bar Room SW-720,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:24:42.94+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 7 Concession SW-721,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:39.88+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev7 Grab & Go SW-723,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:39.19+00,6176241604,340814,42.36613621938733,-71.06200123790606
TD Garden Lev 8 Bar Room SW-809,,100 Legends,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2018-11-16 19:25:40.373+00,6176241604,340814,42.36613621938733,-71.06200123790606
T D Garden Premium Club,,100 Legends,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:34:43+00,6176241610,340814,42.36613621938733,-71.06200123790606
Tea by the Sea,,99 Sumner,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-11-01 17:16:05.91+00,6462209991,132523,42.36980947418374,-71.04243819155683
Tea Do,,333 Huntington,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2024-08-21 19:06:26.727+00,2156095555,354249,42.34087171215824,-71.08847624464822
Tea Do/ Ice Age,,8 Tyler,Boston,MA,02111,Active,FS,Eating & Drinking,2013-06-12 13:35:10+00,,323538,42.351029999549816,-71.06043000117127
Tea Station Coffee,,1041 Saratoga,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2023-04-21 14:31:42.327+00,,391457,42.38594000031626,-71.00511000074283
Teazzi Tea Shop - Boston,,31 Harrison,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2021-09-28 15:00:26.307+00,5854516393,0,,
Teddys on the Hill/Red Hat,,9 Bowdoin,Boston,MA,02114,Active,FS,Eating & Drinking,2022-01-03 12:59:59.053+00,,17618,42.36101999969638,-71.06319000117755
